"dgm_tag","scen_id","label","tag","n","param","nrep","bias","bias_mcse","coverage","cov_mcse","ci_width","nfit","rate_bad","rate_marginal","max_rhat","min_ebfmi","tot_div","trajectory","floor_kind","err_family","re_family","informative"
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"alpha",30,-0.0475220788971666,0.0250021615334979,0.966666666666667,0.0327730693416725,0.569661980958333,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"beta0",30,-0.10652615669,0.0354448108381943,0.9,0.0547722557505166,0.7320016405,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"beta1",30,0.401041172136667,0.0440654914451022,0.866666666666667,0.0620632890834175,1.30080326391667,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"beta2",30,-0.127712588827634,0.0234619034939192,0.966666666666667,0.0327730693416725,0.601498710463166,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"beta_bm",30,-0.00515950496004665,0.0243833522894311,0.966666666666667,0.0327730693416725,0.52822515341,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"gamma0",30,-0.231253852941667,0.0951647017103858,0.966666666666667,0.0327730693416725,2.47607764733333,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"gamma1",30,0.00691158800183695,0.0528475739088666,0.966666666666667,0.0327730693416725,1.22371383199167,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"gamma2",30,0.251904090982608,0.0838332635275018,0.9,0.0547722557505166,2.00643351485833,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"sigma_y",30,0.0016909389766666,0.00585981075183408,0.966666666666667,0.0327730693416725,0.128200399416667,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
"v1_legacy_legacy_hazard",7,"Informative monitoring","misspec",150,"tau0",30,-0.0256584671103333,0.0154176970743043,0.966666666666667,0.0327730693416725,0.417622506108333,30,0,1,1.022952959166,0.521552544735297,0,"quadratic","fixed","gaussian","gaussian",TRUE
